"filename", "language", "Markdown", "pip requirements", "Python", "JSON", "Log", "HTML", "JavaScript", "CSS", "comment", "blank", "total"
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\ChatChainConfig.json", "JSON", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 120
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\board.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 51
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\gomokugame_DefaultOrganization_20230831122822.log", "Log", 0, 0, 0, 0, 5264, 0, 0, 0, 0, 1799, 7063
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\main.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 7, 0, 45
"c:\GitHub\InteliChatDev\WareHouse\gomokugameArtExample_THUNLP_20230831122822\manual.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 18, 43
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\20230823102935.log", "Log", 0, 0, 0, 0, 10168, 0, 0, 0, 0, 2546, 12714
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\html_generator.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\main.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 47
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\manual.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 17, 51
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\markdown_parser.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 36
"c:\GitHub\InteliChatDev\WareHouse\md2html_THUNLP_20230823102935\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\20230821204606.log", "Log", 0, 0, 0, 0, 3481, 0, 0, 0, 0, 1268, 4749
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\PhaseConfig.json", "JSON", 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 302
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\main.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\manual.md", "Markdown", 66, 0, 0, 0, 0, 0, 0, 0, 0, 30, 96
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\paint_app.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 2, 0, 77
"c:\GitHub\InteliChatDev\WareHouse\mspaint_THUNLP_20230821204606\requirements.txt", "pip requirements", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\20230824113404.log", "Log", 0, 0, 0, 0, 8056, 0, 0, 0, 0, 2866, 10922
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\main.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 97
"c:\GitHub\InteliChatDev\WareHouse\musicplayer_THUNLP_20230824113404\manual.md", "Markdown", 22, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\20230817193956.log", "Log", 0, 0, 0, 0, 3406, 0, 0, 0, 0, 1309, 4715
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\PhaseConfig.json", "JSON", 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 304
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\ball.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 34
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\game.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 64
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\manual.md", "Markdown", 61, 0, 0, 0, 0, 0, 0, 0, 0, 21, 82
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\paddle.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 24
"c:\GitHub\InteliChatDev\WareHouse\pingpong_THUNLP_20230817193956\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\20230823091709.log", "Log", 0, 0, 0, 0, 8030, 0, 0, 0, 0, 3020, 11050
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\PhaseConfig.json", "JSON", 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 303
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\main.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 47
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\manual.md", "Markdown", 39, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\timer_THUNLP_20230823091709\timer.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\game.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 43
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\level.py", "Python", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 55
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\main.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\manual.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 20, 54
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\player.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 31
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\tiny_rogue_like_DefaultOrganization_20230905232453\tiny_rogue_like_DefaultOrganization_20230905232453.log", "Log", 0, 0, 0, 0, 3825, 0, 0, 0, 0, 777, 4602
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\ChatChainConfig.json", "JSON", 0, 0, 0, 114, 0, 0, 0, 0, 0, 1, 115
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\character.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 16
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\circle.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 3, 0, 40
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\main.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 15, 0, 54
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\manual.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 25, 63
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\requirements.txt", "pip requirements", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\GitHub\InteliChatDev\WareHouse\trippy_avoid_game_DefaultOrganization_20231006224623\trippy_avoid_game_DefaultOrganization_20231006224623.log", "Log", 0, 0, 0, 0, 4004, 0, 0, 0, 0, 962, 4966
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\ChatChainConfig.json", "JSON", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 101
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\MyFirstSoftware_DefaultOrganization_20230824233151.log", "Log", 0, 0, 0, 0, 6559, 0, 0, 0, 0, 2952, 9511
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\PhaseConfig.json", "JSON", 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 301
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\RoleConfig.json", "JSON", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 65
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\main.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 30
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\manual.md", "Markdown", 42, 0, 0, 0, 0, 0, 0, 0, 0, 31, 73
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\requirements.txt", "pip requirements", 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\video_player.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 9, 0, 27
"c:\GitHub\InteliChatDev\WareHouse\videoplayer_THUNLP_20230824233151\videoplayer.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\GitHub\InteliChatDev\camel\__init__.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 13, 3, 28
"c:\GitHub\InteliChatDev\camel\agents\__init__.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 13, 2, 34
"c:\GitHub\InteliChatDev\camel\agents\base.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 13, 5, 29
"c:\GitHub\InteliChatDev\camel\agents\chat_agent.py", "Python", 0, 0, 125, 0, 0, 0, 0, 0, 83, 22, 230
"c:\GitHub\InteliChatDev\camel\agents\critic_agent.py", "Python", 0, 0, 96, 0, 0, 0, 0, 0, 64, 16, 176
"c:\GitHub\InteliChatDev\camel\agents\embodied_agent.py", "Python", 0, 0, 74, 0, 0, 0, 0, 0, 44, 15, 133
"c:\GitHub\InteliChatDev\camel\agents\role_playing.py", "Python", 0, 0, 169, 0, 0, 0, 0, 0, 82, 24, 275
"c:\GitHub\InteliChatDev\camel\agents\task_agent.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 64, 23, 172
"c:\GitHub\InteliChatDev\camel\agents\tool_agents\__init__.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 13, 2, 21
"c:\GitHub\InteliChatDev\camel\agents\tool_agents\base.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 19, 6, 33
"c:\GitHub\InteliChatDev\camel\agents\tool_agents\hugging_face_tool_agent.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 135, 8, 189
"c:\GitHub\InteliChatDev\camel\configs.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 59, 3, 77
"c:\GitHub\InteliChatDev\camel\generators.py", "Python", 0, 0, 175, 0, 0, 0, 0, 0, 52, 41, 268
"c:\GitHub\InteliChatDev\camel\human.py", "Python", 0, 0, 63, 0, 0, 0, 0, 0, 56, 11, 130
"c:\GitHub\InteliChatDev\camel\messages\__init__.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 13, 5, 54
"c:\GitHub\InteliChatDev\camel\messages\base.py", "Python", 0, 0, 145, 0, 0, 0, 0, 0, 131, 27, 303
"c:\GitHub\InteliChatDev\camel\messages\chat_messages.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 45, 9, 90
"c:\GitHub\InteliChatDev\camel\messages\system_messages.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 46, 8, 82
"c:\GitHub\InteliChatDev\camel\model_backend.py", "Python", 0, 0, 86, 0, 0, 0, 0, 0, 27, 23, 136
"c:\GitHub\InteliChatDev\camel\prompts\__init__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 13, 2, 24
"c:\GitHub\InteliChatDev\camel\prompts\base.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 116, 26, 234
"c:\GitHub\InteliChatDev\camel\prompts\prompt_templates.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 60, 13, 118
"c:\GitHub\InteliChatDev\camel\prompts\task_prompt_template.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 20, 5, 42
"c:\GitHub\InteliChatDev\camel\typing.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 13, 12, 82
"c:\GitHub\InteliChatDev\camel\utils.py", "Python", 0, 0, 100, 0, 0, 0, 0, 0, 93, 28, 221
"c:\GitHub\InteliChatDev\chatdev\chat_chain.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 83, 46, 338
"c:\GitHub\InteliChatDev\chatdev\chat_env.py", "Python", 0, 0, 225, 0, 0, 0, 0, 0, 3, 39, 267
"c:\GitHub\InteliChatDev\chatdev\codes.py", "Python", 0, 0, 116, 0, 0, 0, 0, 0, 3, 19, 138
"c:\GitHub\InteliChatDev\chatdev\composed_phase.py", "Python", 0, 0, 148, 0, 0, 0, 0, 0, 64, 41, 253
"c:\GitHub\InteliChatDev\chatdev\documents.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 8, 48
"c:\GitHub\InteliChatDev\chatdev\phase.py", "Python", 0, 0, 453, 0, 0, 0, 0, 0, 109, 81, 643
"c:\GitHub\InteliChatDev\chatdev\roster.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\GitHub\InteliChatDev\chatdev\statistics.py", "Python", 0, 0, 126, 0, 0, 0, 0, 0, 17, 29, 172
"c:\GitHub\InteliChatDev\chatdev\utils.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 3, 17, 80
"c:\GitHub\InteliChatDev\online_log\app.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 18, 68
"c:\GitHub\InteliChatDev\online_log\static\chain_visualizer.html", "HTML", 0, 0, 0, 0, 0, 134, 0, 0, 0, 31, 165
"c:\GitHub\InteliChatDev\online_log\static\css\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 120, 0, 18, 138
"c:\GitHub\InteliChatDev\online_log\static\index.html", "HTML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 5, 52
"c:\GitHub\InteliChatDev\online_log\static\js\main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 105, 0, 3, 32, 140
"c:\GitHub\InteliChatDev\online_log\static\replay.html", "HTML", 0, 0, 0, 0, 0, 106, 0, 0, 1, 11, 118
"c:\GitHub\InteliChatDev\online_log\static\replay\css\github-markdown-dark.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 840, 0, 168, 1008
"c:\GitHub\InteliChatDev\online_log\static\replay\css\use.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 198, 2, 34, 234
"c:\GitHub\InteliChatDev\online_log\static\replay\js\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 522, 0, 10, 46, 578
"c:\GitHub\InteliChatDev\online_log\static\replay\js\highlight.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1378, 0, 906, 292, 2576
"c:\GitHub\InteliChatDev\online_log\static\replay\logs\20230727204525.log", "Log", 0, 0, 0, 0, 2992, 0, 0, 0, 0, 727, 3719
"c:\GitHub\InteliChatDev\requirements.txt", "pip requirements", 0, 80, 0, 0, 0, 0, 0, 0, 0, 1, 81
"c:\GitHub\InteliChatDev\run.py", "Python", 0, 0, 53, 0, 0, 0, 0, 0, 41, 24, 118
"c:\GitHub\InteliChatDev\wiki.md", "Markdown", 267, 0, 0, 0, 0, 0, 0, 0, 0, 46, 313
"Total", "-", 2636, 134, 7286, 21848, 257365, 306, 2005, 1183, 2758, 77978, 373499
